Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,968560,-,-,-,33.65,-84.46,-5,306,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2022,1,1,0,30,18,0,0,0,3,18,0,0,0,0,100,169.08,0.14,977,3.3000000000000003,206,1.1,0.0000,0.0000
2022,1,1,1,30,18.3,0,0,0,0,18.3,0,0,0,0,100,164.91,0.14,977,3.2,211,1.2000000000000002,0.0000,0.0000
2022,1,1,2,30,18.400000000000002,0,0,0,0,18.400000000000002,0,0,0,0,100,153.91,0.14,977,3,213,1.3,0.0000,0.0000
2022,1,1,3,30,18.5,0,0,0,3,18.5,0,0,0,0,100,141.66,0.14,977,2.8000000000000003,212,1.5,0.0000,0.0000
2022,1,1,4,30,18.6,0,0,0,0,18.6,0,0,0,0,100,129.18,0.14,976,2.7,210,1.6,0.0000,0.0000
2022,1,1,5,30,18.7,0,0,0,0,18.7,0,0,0,0,100,116.81,0.14,976,2.6,210,1.6,0.0000,0.0000
2022,1,1,6,30,18.7,0,0,0,0,18.7,0,0,0,0,100,104.73,0.14,976,2.6,211,1.6,0.0000,0.0000
2022,1,1,7,30,19,0,0,0,0,18.900000000000002,0,0,0,0,99.41,93.14,0.14,977,2.7,211,1.7000000000000002,0.0000,0.0000
2022,1,1,8,30,20,35,486,101,0,19.400000000000002,41,335,0,86,96.53,82.22,0.14,977,2.9000000000000004,208,2.1,0.0000,0.0000
2022,1,1,9,30,21.200000000000003,51,725,268,0,20.3,86,468,0,226,94.34,72.60000000000001,0.14,977,3,207,2.5,11.2965,8.7163
2022,1,1,10,30,22.400000000000002,58,828,413,3,20.400000000000002,120,43,0,138,88.71000000000001,64.64,0.14,977,3,208,3,7.3802,5.7462
2022,1,1,11,30,23.3,63,876,513,3,20,86,0,0,86,81.83,59.08,0.14,976,3,210,3.2,4.7664,3.7246
2022,1,1,12,30,23.900000000000002,67,886,554,3,19.6,179,305,0,347,76.71000000000001,56.64,0.14,975,3.1,212,3.3000000000000003,19.4822,15.2417
2022,1,1,13,30,23.900000000000002,71,865,533,0,19.200000000000003,163,576,0,470,75.12,57.74,0.14,974,3.1,213,3.1,26.2394,20.5178
2022,1,1,14,30,23.5,69,826,454,3,19.200000000000003,140,56,0,166,77.06,62.18,0.14,973,3.2,211,2.7,9.0293,7.0429
2022,1,1,15,30,22.700000000000003,59,752,325,0,19.6,86,557,0,283,82.87,69.31,0.14,973,3.2,206,2.3000000000000003,14.5767,11.2976
2022,1,1,16,30,21.400000000000002,45,579,162,3,19.900000000000002,58,1,0,58,90.89,78.38,0.14,973,3.3000000000000003,202,1.9000000000000001,2.7711,2.1165
2022,1,1,17,30,20.200000000000003,13,126,16,4,19.5,5,0,71,5,95.76,88.56,0.14,973,3.4000000000000004,199,1.9000000000000001,0.0000,0.0000
2022,1,1,18,30,19.8,0,0,0,3,19.3,0,0,0,0,97.04,100.21000000000001,0.14,973,3.5,199,2.3000000000000003,0.0000,0.0000
2022,1,1,19,30,19.6,0,0,0,3,19.3,0,0,0,0,98.13,112.13,0.14,973,3.4000000000000004,198,2.4000000000000004,0.0000,0.0000
2022,1,1,20,30,19.3,0,0,0,3,19.200000000000003,0,0,0,0,99.19,124.41,0.14,973,3.3000000000000003,197,2.4000000000000004,0.0000,0.0000
2022,1,1,21,30,19.200000000000003,0,0,0,7,19.1,0,0,0,0,99.55,136.87,0.14,973,3.2,198,2.4000000000000004,0.0000,0.0000
2022,1,1,22,30,19.200000000000003,0,0,0,3,19.200000000000003,0,0,0,0,100,149.26,0.14,973,3,201,2.5,0.0000,0.0000
2022,1,1,23,30,19.400000000000002,0,0,0,3,19.200000000000003,0,0,0,0,99.06,160.97,0.14,972,3,206,2.9000000000000004,0.0000,0.0000
2022,1,2,0,30,19.5,0,0,0,0,19.3,0,0,0,0,98.82000000000001,168.97,0.14,972,3,210,3.2,0.0000,0.0000
2022,1,2,1,30,19.6,0,0,0,0,19.3,0,0,0,0,98.05,164.92000000000002,0.14,972,3.1,211,3.2,0.0000,0.0000
2022,1,2,2,30,19.6,0,0,0,3,19.3,0,0,0,0,97.94,153.96,0.14,972,3.3000000000000003,213,3.3000000000000003,0.0000,0.0000
2022,1,2,3,30,19.5,0,0,0,7,19.200000000000003,0,0,0,0,98.35000000000001,141.72,0.14,971,3.5,216,3.2,0.0000,0.0000
2022,1,2,4,30,19.3,0,0,0,7,19.200000000000003,0,0,0,0,99.63,129.24,0.14,972,3.7,217,3,0.0000,0.0000
2022,1,2,5,30,19,0,0,0,7,19,0,0,0,0,100,116.86,0.14,972,3.9000000000000004,217,2.7,0.0000,0.0000
2022,1,2,6,30,18.8,0,0,0,6,18.8,0,0,0,0,100,104.77,0.14,972,4.1000000000000005,217,2.2,0.0000,0.0000
2022,1,2,7,30,18.5,0,0,0,7,18.5,0,0,14,0,100,93.18,0.14,973,4.2,240,1.3,0.0000,0.0000
2022,1,2,8,30,18.1,36,455,97,7,18.1,14,0,57,14,100,82.24,0.14,974,4,292,1.4000000000000001,0.0000,0.0000
2022,1,2,9,30,17.400000000000002,57,686,262,4,17.400000000000002,75,2,0,76,100,72.60000000000001,0.14,976,3.6,335,1.9000000000000001,3.7988,2.9311
2022,1,2,10,30,16.6,71,783,407,4,16.1,87,1,0,87,97.16,64.62,0.14,976,3.3000000000000003,181,1.6,4.6534,3.6232
2022,1,2,11,30,16.400000000000002,76,840,508,8,15,31,0,0,31,91.24,59.02,0.14,976,3.3000000000000003,14,1.1,1.7187,1.3431
2022,1,2,12,30,16,79,852,549,8,13.600000000000001,32,0,14,32,85.93,56.56,0.14,975,3.3000000000000003,181,0.8,1.7973,1.4062
2022,1,2,13,30,15.600000000000001,82,837,530,7,12.600000000000001,49,0,0,49,82.26,57.63,0.14,975,3.3000000000000003,191,0.5,2.7372,2.1404
2022,1,2,14,30,15.200000000000001,78,799,452,6,12.5,26,0,0,26,83.96000000000001,62.050000000000004,0.14,974,3.3000000000000003,68,0.7000000000000001,1.4154,1.1041
2022,1,2,15,30,14.700000000000001,69,716,323,7,12.700000000000001,25,0,0,25,87.89,69.18,0.14,973,3.3000000000000003,112,0.9,1.2892,0.9993
2022,1,2,16,30,14.100000000000001,53,527,160,5,13,36,1,0,36,93.3,78.24,0.14,973,3.3000000000000003,121,0.9,1.7210,1.3148
2022,1,2,17,30,13.700000000000001,14,95,17,8,13.200000000000001,5,0,71,5,96.68,88.42,0.14,973,3.5,103,0.8,0.0000,0.0000
2022,1,2,18,30,13.4,0,0,0,8,13.200000000000001,0,0,0,0,98.82000000000001,100.07000000000001,0.14,972,3.7,67,0.9,0.0000,0.0000
2022,1,2,19,30,13.200000000000001,0,0,0,7,13.200000000000001,0,0,0,0,99.93,111.99000000000001,0.14,971,3.9000000000000004,193,1.2000000000000002,0.0000,0.0000
2022,1,2,20,30,13,0,0,0,7,13,0,0,0,0,100,124.28,0.14,970,3.7,339,1.7000000000000002,0.0000,0.0000
2022,1,2,21,30,12.600000000000001,0,0,0,7,12.600000000000001,0,0,0,0,100,136.74,0.14,969,3.3000000000000003,327,2,0.0000,0.0000
2022,1,2,22,30,11.4,0,0,0,7,11.4,0,0,0,0,100,149.12,0.14,968,3.1,300,2.7,0.0000,0.0000
2022,1,2,23,30,8.200000000000001,0,0,0,7,8.200000000000001,0,0,0,0,100,160.83,0.14,969,2.7,283,4.4,0.0000,0.0000
2022,1,3,0,30,4.7,0,0,0,4,4.7,0,0,0,0,100,168.86,0.14,970,2,285,4.9,0.0000,0.0000
2022,1,3,1,30,2.9000000000000004,0,0,0,4,2.1,0,0,0,0,94.36,164.92000000000002,0.14,972,1.5,287,4.5,0.0000,0.0000
2022,1,3,2,30,1.9000000000000001,0,0,0,4,0.9,0,0,0,0,93.24,154.01,0.14,974,1.4000000000000001,288,4.7,0.0000,0.0000
2022,1,3,3,30,1.4000000000000001,0,0,0,5,0.1,0,0,0,0,90.8,141.77,0.14,976,1.4000000000000001,292,4.800000000000001,0.0000,0.0000
2022,1,3,4,30,1.3,0,0,0,4,-0.30000000000000004,0,0,0,0,88.82000000000001,129.3,0.14,977,1.4000000000000001,302,4.5,0.0000,0.0000
2022,1,3,5,30,1.1,0,0,0,4,-0.7000000000000001,0,0,0,0,87.7,116.91,0.14,979,1.2000000000000002,308,4.2,0.0000,0.0000
2022,1,3,6,30,0.7000000000000001,0,0,0,4,-1.2000000000000002,0,0,0,0,87,104.82000000000001,0.14,980,1,310,4,0.0000,0.0000
2022,1,3,7,30,0.6000000000000001,0,0,0,0,-1.8,0,0,0,0,83.99,93.21000000000001,0.14,982,0.8,313,3.9000000000000004,0.0000,0.0000
2022,1,3,8,30,1,44,456,106,4,-2.4000000000000004,9,0,43,9,78.14,82.24,0.14,984,0.6000000000000001,316,3.9000000000000004,0.0000,0.0000
2022,1,3,9,30,1.9000000000000001,65,759,292,4,-2.8000000000000003,40,0,0,40,71.21000000000001,72.60000000000001,0.14,985,0.5,319,3.8000000000000003,1.9994,1.5427
2022,1,3,10,30,3,70,902,457,4,-2.8000000000000003,56,0,0,56,65.87,64.59,0.14,986,0.4,320,3.7,2.9960,2.3327
2022,1,3,11,30,4,71,961,567,4,-2.6,169,14,0,176,62.33,58.96,0.14,987,0.4,322,3.5,9.7610,7.6280
2022,1,3,12,30,4.800000000000001,69,987,614,4,-2.4000000000000004,260,24,0,273,59.52,56.47,0.14,986,0.4,326,3.4000000000000004,15.3405,12.0024
2022,1,3,13,30,5.300000000000001,64,988,595,0,-2.4000000000000004,64,988,0,595,57.76,57.51,0.14,986,0.4,330,3.2,33.2580,26.0088
2022,1,3,14,30,5.300000000000001,60,960,512,0,-2.4000000000000004,90,853,0,492,57.77,61.92,0.14,986,0.4,333,3,26.8066,20.9127
2022,1,3,15,30,4.7,53,884,369,0,-2.4000000000000004,53,884,0,369,59.88,69.03,0.14,987,0.5,332,2.7,19.0529,14.7717
2022,1,3,16,30,3.2,40,735,192,0,-2.4000000000000004,40,735,0,192,66.7,78.09,0.14,988,0.5,325,2,9.1846,7.0186
2022,1,3,17,30,1.3,16,228,23,0,-1.7000000000000002,16,228,0,23,80.18,88.27,0.14,988,0.5,319,1.3,0.0000,0.0000
2022,1,3,18,30,0.1,0,0,0,0,-1.7000000000000002,0,0,0,0,87.88,99.93,0.14,989,0.4,320,1.2000000000000002,0.0000,0.0000
2022,1,3,19,30,-0.7000000000000001,0,0,0,0,-1.8,0,0,0,0,91.93,111.85000000000001,0.14,989,0.4,327,1.1,0.0000,0.0000
2022,1,3,20,30,-1.4000000000000001,0,0,0,0,-2.1,0,0,0,0,95.02,124.14,0.14,989,0.4,334,1,0.0000,0.0000
2022,1,3,21,30,-2,0,0,0,0,-2.3000000000000003,0,0,0,0,97.76,136.6,0.14,989,0.4,338,0.9,0.0000,0.0000
2022,1,3,22,30,-2.6,0,0,0,0,-2.6,0,0,0,0,100,148.98,0.14,989,0.4,338,0.8,0.0000,0.0000
2022,1,3,23,30,-3.1,0,0,0,0,-3.1,0,0,0,0,100,160.69,0.14,989,0.4,339,0.7000000000000001,0.0000,0.0000
2022,1,4,0,30,-3.5,0,0,0,0,-3.5,0,0,0,0,100,168.74,0.14,989,0.4,345,0.7000000000000001,0.0000,0.0000
2022,1,4,1,30,-3.8000000000000003,0,0,0,0,-3.8000000000000003,0,0,0,0,100,164.91,0.14,989,0.4,177,0.6000000000000001,0.0000,0.0000
2022,1,4,2,30,-3.9000000000000004,0,0,0,0,-3.9000000000000004,0,0,0,0,100,154.05,0.14,989,0.4,13,0.6000000000000001,0.0000,0.0000
2022,1,4,3,30,-3.5,0,0,0,0,-3.5,0,0,0,0,100,141.82,0.14,989,0.4,31,0.9,0.0000,0.0000
2022,1,4,4,30,-3.4000000000000004,0,0,0,0,-3.6,0,0,0,0,98.73,129.35,0.14,989,0.4,51,1,0.0000,0.0000
2022,1,4,5,30,-3.6,0,0,0,0,-3.6,0,0,0,0,100,116.96000000000001,0.14,990,0.5,67,0.9,0.0000,0.0000
2022,1,4,6,30,-3.4000000000000004,0,0,0,0,-3.4000000000000004,0,0,0,0,99.83,104.85000000000001,0.14,990,0.5,77,1,0.0000,0.0000
2022,1,4,7,30,-2.3000000000000003,0,0,0,0,-3.3000000000000003,0,0,0,0,93.03,93.24,0.14,991,0.5,86,1.4000000000000001,0.0000,0.0000
2022,1,4,8,30,0.1,34,597,115,0,-2.6,34,597,0,115,81.84,82.25,0.14,991,0.5,96,1.7000000000000002,0.0000,0.0000
2022,1,4,9,30,3.1,50,828,298,0,-1.5,50,828,0,298,72.04,72.58,0.14,991,0.5,111,2.1,14.8982,11.4957
2022,1,4,10,30,5.9,58,924,455,0,-0.4,58,924,0,455,63.76,64.55,0.14,991,0.5,122,2.4000000000000004,24.3492,18.9596
2022,1,4,11,30,7.6000000000000005,62,965,561,0,-0.2,62,965,0,561,57.74,58.89,0.14,990,0.6000000000000001,128,2.4000000000000004,31.1254,24.3245
2022,1,4,12,30,8.700000000000001,64,978,606,0,-0.30000000000000004,64,978,0,606,53.36,56.370000000000005,0.14,989,0.6000000000000001,132,2.3000000000000003,34.0694,26.6569
2022,1,4,13,30,9.200000000000001,63,972,587,0,-0.30000000000000004,63,972,0,587,51.59,57.39,0.14,987,0.6000000000000001,136,2.3000000000000003,32.8313,25.6765
2022,1,4,14,30,9.3,61,933,502,0,-0.1,61,933,0,502,51.81,61.78,0.14,986,0.7000000000000001,139,2.2,27.3760,21.3588
2022,1,4,15,30,8.6,54,863,365,0,0.2,54,863,0,365,55.74,68.89,0.14,986,0.7000000000000001,137,2,18.8693,14.6317
2022,1,4,16,30,6.4,42,708,190,0,1.1,42,708,0,190,68.83,77.94,0.14,985,0.7000000000000001,131,1.4000000000000001,9.0954,6.9522
2022,1,4,17,30,4.1000000000000005,17,240,25,0,1.8,17,240,0,25,84.89,88.14,0.14,985,0.7000000000000001,125,1.1,0.0000,0.0000
2022,1,4,18,30,3.4000000000000004,0,0,0,0,1.2000000000000002,0,0,0,0,85.59,99.78,0.14,985,0.8,123,1,0.0000,0.0000
2022,1,4,19,30,3.5,0,0,0,0,1.1,0,0,0,0,84.11,111.71000000000001,0.14,986,0.8,125,1,0.0000,0.0000
2022,1,4,20,30,4.1000000000000005,0,0,0,0,1.3,0,0,0,0,82.22,123.99000000000001,0.14,986,0.9,130,1.1,0.0000,0.0000
2022,1,4,21,30,4.800000000000001,0,0,0,0,1.8,0,0,0,0,80.84,136.46,0.14,985,0.9,138,1.5,0.0000,0.0000
2022,1,4,22,30,5.1000000000000005,0,0,0,0,2.3000000000000003,0,0,0,0,81.97,148.84,0.14,984,1,145,1.7000000000000002,0.0000,0.0000
2022,1,4,23,30,5.1000000000000005,0,0,0,7,3,0,0,0,0,86.01,160.54,0.14,983,1,152,1.6,0.0000,0.0000
2022,1,5,0,30,4.6000000000000005,0,0,0,4,3.7,0,0,0,0,93.69,168.6,0.14,983,1,159,1.1,0.0000,0.0000
2022,1,5,1,30,3.6,0,0,0,4,3.6,0,0,0,0,100,164.9,0.14,983,1,169,0.8,0.0000,0.0000
2022,1,5,2,30,3.4000000000000004,0,0,0,4,3.4000000000000004,0,0,0,0,100,154.08,0.14,983,1,181,0.7000000000000001,0.0000,0.0000
2022,1,5,3,30,4.2,0,0,0,4,4.2,0,0,0,0,100,141.87,0.14,982,1.1,196,0.7000000000000001,0.0000,0.0000
2022,1,5,4,30,4.6000000000000005,0,0,0,4,4.6000000000000005,0,0,0,0,100,129.4,0.14,982,1,213,0.6000000000000001,0.0000,0.0000
2022,1,5,5,30,4.9,0,0,0,0,4.9,0,0,0,0,100,117,0.14,981,1,223,0.6000000000000001,0.0000,0.0000
2022,1,5,6,30,5.300000000000001,0,0,0,0,5.300000000000001,0,0,0,0,100,104.89,0.14,981,0.9,230,0.6000000000000001,0.0000,0.0000
2022,1,5,7,30,5.7,0,0,0,0,5.7,0,0,0,0,100,93.26,0.14,981,0.9,234,0.8,0.0000,0.0000
2022,1,5,8,30,6.5,39,496,106,0,5.7,39,496,0,106,94.76,82.26,0.14,981,0.9,235,1.2000000000000002,0.0000,0.0000
2022,1,5,9,30,8.1,59,747,283,0,5.1000000000000005,59,747,0,283,81.10000000000001,72.57000000000001,0.14,981,1,241,1.4000000000000001,14.1496,10.9182
2022,1,5,10,30,10.200000000000001,71,848,436,0,4.7,71,848,0,436,68.86,64.51,0.14,981,1.1,252,1.6,23.3392,18.1738
2022,1,5,11,30,11.8,79,890,540,0,5.2,79,890,0,540,63.9,58.82,0.14,980,1.2000000000000002,261,1.8,29.9719,23.4239
2022,1,5,12,30,12.700000000000001,79,915,587,0,5.6000000000000005,139,663,0,507,62.15,56.26,0.14,979,1.2000000000000002,265,1.9000000000000001,28.5190,22.3152
2022,1,5,13,30,13.100000000000001,74,917,570,2,5.800000000000001,196,297,0,357,61.13,57.26,0.14,978,1.2000000000000002,270,1.9000000000000001,19.9807,15.6273
2022,1,5,14,30,13.100000000000001,70,883,490,2,5.800000000000001,191,140,0,258,61.26,61.63,0.14,977,1.2000000000000002,275,1.8,14.0832,10.9887
2022,1,5,15,30,12.4,63,804,355,3,5.9,109,245,0,198,64.72,68.73,0.14,978,1.2000000000000002,278,1.4000000000000001,10.2501,7.9496
2022,1,5,16,30,10.100000000000001,50,635,184,0,7.300000000000001,50,635,0,184,82.55,77.79,0.14,978,1.2000000000000002,271,0.9,8.8149,6.7396
2022,1,5,17,30,7.6000000000000005,17,188,24,0,6.6000000000000005,17,188,0,24,93.66,88,0.14,978,1.1,263,0.9,0.0000,0.0000
2022,1,5,18,30,6.5,0,0,0,0,5.5,0,0,0,0,93.05,99.63,0.14,978,1.1,260,1,0.0000,0.0000
2022,1,5,19,30,6,0,0,0,0,5.4,0,0,0,0,95.91,111.56,0.14,979,1.1,260,1,0.0000,0.0000
2022,1,5,20,30,5.5,0,0,0,0,5.4,0,0,0,0,99.32000000000001,123.85000000000001,0.14,979,1.1,258,1,0.0000,0.0000
2022,1,5,21,30,5,0,0,0,0,5,0,0,0,0,100,136.31,0.14,979,1.1,256,0.9,0.0000,0.0000
2022,1,5,22,30,4.3,0,0,0,0,4.3,0,0,0,0,100,148.70000000000002,0.14,979,1.1,258,0.8,0.0000,0.0000
2022,1,5,23,30,3.7,0,0,0,0,3.7,0,0,0,0,100,160.38,0.14,979,1.1,267,0.8,0.0000,0.0000
2022,1,6,0,30,3.3000000000000003,0,0,0,0,3.3000000000000003,0,0,0,0,100,168.47,0.14,979,1.1,280,0.8,0.0000,0.0000
2022,1,6,1,30,3.5,0,0,0,0,3.5,0,0,0,0,100,164.88,0.14,979,1.1,295,0.8,0.0000,0.0000
2022,1,6,2,30,4.4,0,0,0,0,4.4,0,0,0,0,100,154.11,0.14,979,1.1,307,1,0.0000,0.0000
2022,1,6,3,30,5.1000000000000005,0,0,0,0,5.1000000000000005,0,0,0,0,100,141.91,0.14,979,1.1,315,1.2000000000000002,0.0000,0.0000
2022,1,6,4,30,5.1000000000000005,0,0,0,0,5.1000000000000005,0,0,0,0,100,129.44,0.14,979,1.1,324,1.1,0.0000,0.0000
2022,1,6,5,30,4.800000000000001,0,0,0,0,4.800000000000001,0,0,0,0,100,117.04,0.14,979,1,330,0.9,0.0000,0.0000
2022,1,6,6,30,4.5,0,0,0,0,4.5,0,0,0,0,100,104.92,0.14,979,1,334,0.5,0.0000,0.0000
2022,1,6,7,30,4.4,0,0,0,0,4.2,0,0,0,0,98.45,93.27,0.14,979,1,242,0.4,0.0000,0.0000
2022,1,6,8,30,5.1000000000000005,39,502,107,0,4.1000000000000005,39,502,0,107,93.49,82.26,0.14,979,1,149,0.9,0.0000,0.0000
2022,1,6,9,30,7.1000000000000005,60,745,283,0,4.800000000000001,60,745,0,283,85.15,72.55,0.14,978,1.1,149,1.6,14.1523,10.9206
2022,1,6,10,30,10,70,843,434,0,6.1000000000000005,70,843,0,434,76.82000000000001,64.45,0.14,977,1.3,155,2.3000000000000003,23.2422,18.0991
2022,1,6,11,30,12.700000000000001,76,883,534,4,7.4,187,24,0,199,70.2,58.74,0.14,976,1.6,169,2.8000000000000003,11.0501,8.6363
2022,1,6,12,30,14.3,79,894,577,0,7.5,159,400,0,382,63.78,56.15,0.14,974,1.8,185,3.1,21.4993,16.8233
2022,1,6,13,30,14.9,78,880,556,0,7.800000000000001,188,408,0,409,62.6,57.120000000000005,0.14,973,1.9000000000000001,200,3.2,22.9075,17.9176
2022,1,6,14,30,14.600000000000001,76,834,474,4,8.9,102,122,14,160,68.64,61.480000000000004,0.14,973,2.2,213,2.9000000000000004,8.7420,6.8218
2022,1,6,15,30,13.8,71,735,339,4,10.200000000000001,28,0,0,28,78.9,68.58,0.14,973,2.4000000000000004,225,2.1,1.4514,1.1258
2022,1,6,16,30,12.9,59,525,171,4,11.4,18,0,0,18,90.9,77.63,0.14,973,2.4000000000000004,246,1.6,0.8631,0.6601
2022,1,6,17,30,11.8,18,102,22,4,11.8,4,0,86,4,100,87.86,0.14,974,2.3000000000000003,278,2.3000000000000003,0.0000,0.0000
2022,1,6,18,30,9.4,0,0,0,4,9.4,0,0,0,0,100,99.48,0.14,976,2,301,3.5,0.0000,0.0000
2022,1,6,19,30,5.800000000000001,0,0,0,0,5.800000000000001,0,0,0,0,100,111.41,0.14,978,1.7000000000000002,309,3.6,0.0000,0.0000
2022,1,6,20,30,3.4000000000000004,0,0,0,4,2,0,0,0,0,90.57000000000001,123.71000000000001,0.14,979,1.4000000000000001,310,2.8000000000000003,0.0000,0.0000
2022,1,6,21,30,2.3000000000000003,0,0,0,4,0.5,0,0,0,0,87.59,136.17000000000002,0.14,979,1.2000000000000002,312,2.4000000000000004,0.0000,0.0000
2022,1,6,22,30,1.5,0,0,0,4,-0.30000000000000004,0,0,0,0,87.89,148.55,0.14,980,1.1,316,2.4000000000000004,0.0000,0.0000
2022,1,6,23,30,0.6000000000000001,0,0,0,4,-1.3,0,0,0,0,87.41,160.23,0.14,981,1,316,2.3000000000000003,0.0000,0.0000
2022,1,7,0,30,-0.4,0,0,0,4,-2.1,0,0,0,0,88.4,168.32,0.14,981,0.9,314,2.1,0.0000,0.0000
2022,1,7,1,30,-1.2000000000000002,0,0,0,4,-2.9000000000000004,0,0,0,0,88.29,164.85,0.14,982,0.9,313,2,0.0000,0.0000
2022,1,7,2,30,-1.9000000000000001,0,0,0,0,-3.7,0,0,0,0,87.49,154.13,0.14,983,0.8,314,1.9000000000000001,0.0000,0.0000
2022,1,7,3,30,-2.6,0,0,0,0,-4.4,0,0,0,0,87.33,141.94,0.14,983,0.8,315,1.9000000000000001,0.0000,0.0000
2022,1,7,4,30,-3.3000000000000003,0,0,0,0,-5.2,0,0,0,0,87.02,129.47,0.14,984,0.8,317,1.8,0.0000,0.0000
2022,1,7,5,30,-4,0,0,0,0,-5.9,0,0,0,0,86.71000000000001,117.07000000000001,0.14,985,0.7000000000000001,318,1.8,0.0000,0.0000
2022,1,7,6,30,-4.5,0,0,0,0,-6.5,0,0,0,0,86.21000000000001,104.94,0.14,986,0.8,318,1.7000000000000002,0.0000,0.0000
2022,1,7,7,30,-4.3,0,0,0,0,-6.9,0,0,0,0,82.31,93.28,0.14,987,0.8,319,1.9000000000000001,0.0000,0.0000
2022,1,7,8,30,-2.8000000000000003,32,590,112,0,-7.300000000000001,38,521,14,108,71.04,82.25,0.14,988,0.8,325,2.3000000000000003,0.0000,0.0000
2022,1,7,9,30,-0.8,46,812,290,0,-8,53,765,0,283,58.300000000000004,72.51,0.14,988,0.9,332,2.4000000000000004,14.1575,10.9253
2022,1,7,10,30,1.3,54,904,445,7,-8.3,192,328,0,334,48.870000000000005,64.4,0.14,989,0.9,336,2.3000000000000003,17.8933,13.9344
2022,1,7,11,30,3.1,58,947,551,7,-8.200000000000001,229,316,14,393,43.230000000000004,58.65,0.14,988,1,334,2.2,21.8334,17.0649
2022,1,7,12,30,4.4,62,960,598,8,-8,203,462,0,461,40.050000000000004,56.03,0.14,987,1,329,2.1,25.9607,20.3154
2022,1,7,13,30,5.2,63,948,580,0,-7.9,132,691,0,509,38.22,56.97,0.14,987,1.1,325,2,28.5301,22.3170
2022,1,7,14,30,5.4,60,913,498,0,-7.800000000000001,60,913,0,498,38.04,61.32,0.14,986,1.2000000000000002,324,1.9000000000000001,27.2368,21.2564
2022,1,7,15,30,4.800000000000001,53,844,364,0,-7.4,77,742,0,350,40.76,68.41,0.14,987,1.2000000000000002,326,1.8,18.1685,14.0959
2022,1,7,16,30,2.7,43,693,193,4,-6.6000000000000005,78,299,0,143,50.56,77.47,0.14,987,1.2000000000000002,327,1.3,6.8630,5.2503
2022,1,7,17,30,0.2,18,249,28,0,-3.3000000000000003,18,249,0,28,77.60000000000001,87.7,0.14,988,1.1,330,0.8,0.0000,0.0000
2022,1,7,18,30,-0.9,0,0,0,0,-3.8000000000000003,0,0,0,0,80.55,99.33,0.14,989,1.1,335,0.9,0.0000,0.0000
2022,1,7,19,30,-1.6,0,0,0,0,-4.6000000000000005,0,0,0,0,79.98,111.26,0.14,989,1,340,0.8,0.0000,0.0000
2022,1,7,20,30,-2.2,0,0,0,0,-5,0,0,0,0,80.89,123.56,0.14,990,1,348,0.7000000000000001,0.0000,0.0000
2022,1,7,21,30,-2.8000000000000003,0,0,0,0,-5.4,0,0,0,0,82.07000000000001,136.02,0.14,990,0.9,179,0.7000000000000001,0.0000,0.0000
2022,1,7,22,30,-3.3000000000000003,0,0,0,0,-5.9,0,0,0,0,82.52,148.4,0.14,990,0.9,12,0.7000000000000001,0.0000,0.0000
2022,1,7,23,30,-3.6,0,0,0,0,-6.2,0,0,0,0,82.36,160.07,0.14,990,0.9,27,0.7000000000000001,0.0000,0.0000
2022,1,8,0,30,-3.8000000000000003,0,0,0,0,-6.4,0,0,0,0,82.28,168.17000000000002,0.14,990,0.9,41,0.7000000000000001,0.0000,0.0000
2022,1,8,1,30,-4,0,0,0,0,-6.5,0,0,0,0,82.78,164.81,0.14,990,0.9,56,0.7000000000000001,0.0000,0.0000
2022,1,8,2,30,-4,0,0,0,0,-6.5,0,0,0,0,83.06,154.14000000000001,0.14,990,0.9,68,0.8,0.0000,0.0000
2022,1,8,3,30,-3.9000000000000004,0,0,0,0,-6.2,0,0,0,0,84.23,141.97,0.14,990,0.9,76,0.9,0.0000,0.0000
2022,1,8,4,30,-3.7,0,0,0,0,-5.800000000000001,0,0,0,0,85.28,129.5,0.14,991,0.8,77,1,0.0000,0.0000
